Date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
2021-12-27-12:44:42,0,0,0,1,0,0,0,0,0,0,0,2.01839366651584
2021-12-27-12:44:43,0,0,0,0,1,0,0,0,0,0,0,1.01406635171801
2021-12-27-12:44:43,0,0,0,0,0,1,0,0,0,0,0,1.01724122383914
2021-12-27-12:44:44,0,0,0,0,0,0,1,0,0,0,0,1.01420317126175
2021-12-27-12:44:45,0,0,0,0,0,0,0,1,0,0,0,1.01436609858035
2021-12-27-12:44:46,0,0,0,0,0,0,0,0,1,0,0,-0.983192188986794
2021-12-27-12:44:47,0,0,0,0,0,0,0,0,0,1,0,1.01975987487146
2021-12-27-12:44:48,0,0,0,0,0,0,0,0,0,0,1,1.01430381825188
2021-12-27-12:44:53,0,0,0,0,0,0,0,0,0,0,0,1.01739727995265
2021-12-27-12:44:53,1,0,0,0,0,0,0,0,0,0,0,0.424255072518121
2021-12-27-12:44:54,0,1,0,0,0,0,0,0,0,0,0,1.01106434570139
2021-12-27-12:44:55,0,0,1,0,0,0,0,0,0,0,0,1.01647431366291
2021-12-27-12:44:56,0,0,0,1,0,0,0,0,0,0,0,2.01550432182814
2021-12-27-12:44:57,0,0,0,0,1,0,0,0,0,0,0,1.01555108872813
2021-12-27-12:44:58,0,0,0,0,0,1,0,0,0,0,0,1.01468167868751
2021-12-27-12:44:58,0,0,0,0,0,0,1,0,0,0,0,1.01167149061156
2021-12-27-12:44:59,0,0,0,0,0,0,0,1,0,0,0,1.01520988938943
2021-12-27-12:45:00,0,0,0,0,0,0,0,0,1,0,0,-0.98569775812916
2021-12-27-12:45:01,0,0,0,0,0,0,0,0,0,1,0,1.0137313013826
2021-12-27-12:45:02,0,0,0,0,0,0,0,0,0,0,1,1.0188755032146
2021-12-28-12:22:47,0,0,0,0,0,0,0,0,0,0,0,1.01789451462465
2021-12-28-12:22:49,1,0,0,0,0,0,0,0,0,0,0,0.413507557274092
2021-12-28-12:22:50,0,1,0,0,0,0,0,0,0,0,0,1.01858233359761
2021-12-28-12:22:51,0,0,1,0,0,0,0,0,0,0,0,1.01438924518652
2021-12-28-12:22:52,0,0,0,1,0,0,0,0,0,0,0,2.01895052430727
2021-12-28-12:22:53,0,0,0,0,1,0,0,0,0,0,0,1.01589448638395
2021-12-28-12:22:54,0,0,0,0,0,1,0,0,0,0,0,1.01684391761821
2021-12-28-12:22:55,0,0,0,0,0,0,1,0,0,0,0,1.01298991531306
2021-12-28-12:22:56,0,0,0,0,0,0,0,1,0,0,0,1.01168109512509
2021-12-28-12:22:57,0,0,0,0,0,0,0,0,1,0,0,-0.981225599215084
2021-12-28-12:22:58,0,0,0,0,0,0,0,0,0,1,0,1.01478674459868
2021-12-28-12:22:59,0,0,0,0,0,0,0,0,0,0,1,1.01585034580585
2021-12-28-12:23:10,0,0,0,0,0,0,0,0,0,0,0,1.01219380261674
2021-12-28-12:23:11,1,0,0,0,0,0,0,0,0,0,0,0.416649683766769
2021-12-28-12:23:13,0,1,0,0,0,0,0,0,0,0,0,1.01145885806248
2021-12-28-12:23:14,0,0,1,0,0,0,0,0,0,0,0,1.01227177975876
2021-12-28-12:23:15,0,0,0,1,0,0,0,0,0,0,0,2.01618474715908
2021-12-28-12:23:16,0,0,0,0,1,0,0,0,0,0,0,1.01830151443026
2021-12-28-12:23:17,0,0,0,0,0,1,0,0,0,0,0,1.01296368754289
2021-12-28-12:23:18,0,0,0,0,0,0,1,0,0,0,0,1.01848967400441
2021-12-28-12:23:19,0,0,0,0,0,0,0,1,0,0,0,1.01644528941678
2021-12-28-12:23:20,0,0,0,0,0,0,0,0,1,0,0,-0.984076085967903
2021-12-28-12:23:21,0,0,0,0,0,0,0,0,0,1,0,1.01249344411142
2021-12-28-12:23:22,0,0,0,0,0,0,0,0,0,0,1,1.01738709949429
2021-12-28-12:23:27,0,0,0,0,0,0,0,0,0,0,0,1.0161796581943
2021-12-28-12:23:27,1,0,0,0,0,0,0,0,0,0,0,0.420360169214279
2021-12-28-12:23:28,0,1,0,0,0,0,0,0,0,0,0,1.01423142546719
2021-12-28-12:23:30,0,0,1,0,0,0,0,0,0,0,0,1.01838081028913
2021-12-28-12:23:31,0,0,0,1,0,0,0,0,0,0,0,2.01486212368376
2021-12-28-12:23:32,0,0,0,0,1,0,0,0,0,0,0,1.01964803678986
2021-12-28-12:23:33,0,0,0,0,0,1,0,0,0,0,0,1.0187587319763
2021-12-28-12:23:34,0,0,0,0,0,0,1,0,0,0,0,1.01484804884206
2021-12-28-12:23:35,0,0,0,0,0,0,0,1,0,0,0,1.01403390277486
2021-12-28-12:23:36,0,0,0,0,0,0,0,0,1,0,0,-0.98349193230019
2021-12-28-12:23:37,0,0,0,0,0,0,0,0,0,1,0,1.02023337133266
2021-12-28-12:23:38,0,0,0,0,0,0,0,0,0,0,1,1.01315460003184
2021-12-28-12:23:45,0,0,0,0,0,0,0,0,0,0,0,1.01508037319028
2021-12-28-12:23:46,1,0,0,0,0,0,0,0,0,0,0,0.419694076845254
2021-12-28-12:23:47,0,1,0,0,0,0,0,0,0,0,0,1.01057942052164
2021-12-28-12:23:48,0,0,1,0,0,0,0,0,0,0,0,1.01579183015284
2021-12-28-12:23:49,0,0,0,1,0,0,0,0,0,0,0,2.00989118435998
2021-12-28-12:23:50,0,0,0,0,1,0,0,0,0,0,0,1.01092501357155
2021-12-28-12:23:51,0,0,0,0,0,1,0,0,0,0,0,1.01397778265151
2021-12-28-12:23:52,0,0,0,0,0,0,1,0,0,0,0,1.01306781072232
2021-12-28-12:23:54,0,0,0,0,0,0,0,1,0,0,0,1.01523562165555
2021-12-28-12:23:55,0,0,0,0,0,0,0,0,1,0,0,-0.988948598966935
2021-12-28-12:23:56,0,0,0,0,0,0,0,0,0,1,0,1.01345577315721
2021-12-28-12:23:57,0,0,0,0,0,0,0,0,0,0,1,1.01669005054819
