Date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
2021-12-27-12:44:42,0,0,0,1,0,0,0,0,0,0,0,2.01839366651584
2021-12-27-12:44:43,0,0,0,0,1,0,0,0,0,0,0,1.01406635171801
2021-12-27-12:44:43,0,0,0,0,0,1,0,0,0,0,0,1.01724122383914
2021-12-27-12:44:44,0,0,0,0,0,0,1,0,0,0,0,1.01420317126175
2021-12-27-12:44:45,0,0,0,0,0,0,0,1,0,0,0,1.01436609858035
2021-12-27-12:44:46,0,0,0,0,0,0,0,0,1,0,0,-0.983192188986794
2021-12-27-12:44:47,0,0,0,0,0,0,0,0,0,1,0,1.01975987487146
2021-12-27-12:44:48,0,0,0,0,0,0,0,0,0,0,1,1.01430381825188
2021-12-27-12:44:53,0,0,0,0,0,0,0,0,0,0,0,1.01739727995265
2021-12-27-12:44:53,1,0,0,0,0,0,0,0,0,0,0,0.424255072518121
2021-12-27-12:44:54,0,1,0,0,0,0,0,0,0,0,0,1.01106434570139
2021-12-27-12:44:55,0,0,1,0,0,0,0,0,0,0,0,1.01647431366291
2021-12-27-12:44:56,0,0,0,1,0,0,0,0,0,0,0,2.01550432182814
2021-12-27-12:44:57,0,0,0,0,1,0,0,0,0,0,0,1.01555108872813
2021-12-27-12:44:58,0,0,0,0,0,1,0,0,0,0,0,1.01468167868751
2021-12-27-12:44:58,0,0,0,0,0,0,1,0,0,0,0,1.01167149061156
2021-12-27-12:44:59,0,0,0,0,0,0,0,1,0,0,0,1.01520988938943
2021-12-27-12:45:00,0,0,0,0,0,0,0,0,1,0,0,-0.98569775812916
2021-12-27-12:45:01,0,0,0,0,0,0,0,0,0,1,0,1.0137313013826
2021-12-27-12:45:02,0,0,0,0,0,0,0,0,0,0,1,1.0188755032146
2021-12-28-12:22:47,0,0,0,0,0,0,0,0,0,0,0,1.01789451462465
2021-12-28-12:22:49,1,0,0,0,0,0,0,0,0,0,0,0.413507557274092
2021-12-28-12:22:50,0,1,0,0,0,0,0,0,0,0,0,1.01858233359761
2021-12-28-12:22:51,0,0,1,0,0,0,0,0,0,0,0,1.01438924518652
2021-12-28-12:22:52,0,0,0,1,0,0,0,0,0,0,0,2.01895052430727
2021-12-28-12:22:53,0,0,0,0,1,0,0,0,0,0,0,1.01589448638395
2021-12-28-12:22:54,0,0,0,0,0,1,0,0,0,0,0,1.01684391761821
2021-12-28-12:22:55,0,0,0,0,0,0,1,0,0,0,0,1.01298991531306
2021-12-28-12:22:56,0,0,0,0,0,0,0,1,0,0,0,1.01168109512509
2021-12-28-12:22:57,0,0,0,0,0,0,0,0,1,0,0,-0.981225599215084
2021-12-28-12:22:58,0,0,0,0,0,0,0,0,0,1,0,1.01478674459868
2021-12-28-12:22:59,0,0,0,0,0,0,0,0,0,0,1,1.01585034580585
2021-12-28-12:23:10,0,0,0,0,0,0,0,0,0,0,0,1.01219380261674
2021-12-28-12:23:11,1,0,0,0,0,0,0,0,0,0,0,0.416649683766769
2021-12-28-12:23:13,0,1,0,0,0,0,0,0,0,0,0,1.01145885806248
2021-12-28-12:23:14,0,0,1,0,0,0,0,0,0,0,0,1.01227177975876
2021-12-28-12:23:15,0,0,0,1,0,0,0,0,0,0,0,2.01618474715908
2021-12-28-12:23:16,0,0,0,0,1,0,0,0,0,0,0,1.01830151443026
2021-12-28-12:23:17,0,0,0,0,0,1,0,0,0,0,0,1.01296368754289
2021-12-28-12:23:18,0,0,0,0,0,0,1,0,0,0,0,1.01848967400441
2021-12-28-12:23:19,0,0,0,0,0,0,0,1,0,0,0,1.01644528941678
2021-12-28-12:23:20,0,0,0,0,0,0,0,0,1,0,0,-0.984076085967903
2021-12-28-12:23:21,0,0,0,0,0,0,0,0,0,1,0,1.01249344411142
2021-12-28-12:23:22,0,0,0,0,0,0,0,0,0,0,1,1.01738709949429
2021-12-28-12:23:27,0,0,0,0,0,0,0,0,0,0,0,1.0161796581943
2021-12-28-12:23:27,1,0,0,0,0,0,0,0,0,0,0,0.420360169214279
2021-12-28-12:23:28,0,1,0,0,0,0,0,0,0,0,0,1.01423142546719
2021-12-28-12:23:30,0,0,1,0,0,0,0,0,0,0,0,1.01838081028913
2021-12-28-12:23:31,0,0,0,1,0,0,0,0,0,0,0,2.01486212368376
2021-12-28-12:23:32,0,0,0,0,1,0,0,0,0,0,0,1.01964803678986
2021-12-28-12:23:33,0,0,0,0,0,1,0,0,0,0,0,1.0187587319763
2021-12-28-12:23:34,0,0,0,0,0,0,1,0,0,0,0,1.01484804884206
2021-12-28-12:23:35,0,0,0,0,0,0,0,1,0,0,0,1.01403390277486
2021-12-28-12:23:36,0,0,0,0,0,0,0,0,1,0,0,-0.98349193230019
2021-12-28-12:23:37,0,0,0,0,0,0,0,0,0,1,0,1.02023337133266
2021-12-28-12:23:38,0,0,0,0,0,0,0,0,0,0,1,1.01315460003184
2021-12-28-12:23:45,0,0,0,0,0,0,0,0,0,0,0,1.01508037319028
2021-12-28-12:23:46,1,0,0,0,0,0,0,0,0,0,0,0.419694076845254
2021-12-28-12:23:47,0,1,0,0,0,0,0,0,0,0,0,1.01057942052164
2021-12-28-12:23:48,0,0,1,0,0,0,0,0,0,0,0,1.01579183015284
2021-12-28-12:23:49,0,0,0,1,0,0,0,0,0,0,0,2.00989118435998
2021-12-28-12:23:50,0,0,0,0,1,0,0,0,0,0,0,1.01092501357155
2021-12-28-12:23:51,0,0,0,0,0,1,0,0,0,0,0,1.01397778265151
2021-12-28-12:23:52,0,0,0,0,0,0,1,0,0,0,0,1.01306781072232
2021-12-28-12:23:54,0,0,0,0,0,0,0,1,0,0,0,1.01523562165555
2021-12-28-12:23:55,0,0,0,0,0,0,0,0,1,0,0,-0.988948598966935
2021-12-28-12:23:56,0,0,0,0,0,0,0,0,0,1,0,1.01345577315721
2021-12-28-12:23:57,0,0,0,0,0,0,0,0,0,0,1,1.01669005054819
2021-12-29-09:44:47,0.2655086631421,0.37212389963679,0.572853363351896,0.908207789994776,0.201681931037456,0.898389684967697,0.944675268605351,0.660797792486846,0.62911404389888,0.0617862704675645,0.205974574899301,0.538936564882502
2021-12-29-09:44:48,0.176556752528995,0.687022846657783,0.384103718213737,0.769841419998556,0.497699242085218,0.717618508264422,0.991906094830483,0.380035179434344,0.777445221319795,0.934705231105909,0.212142521282658,0.0579285899614864
2021-12-29-09:44:49,0.651673766085878,0.125555095961317,0.267220668727532,0.386114092543721,0.0133903331588954,0.382387957070023,0.86969084572047,0.34034899668768,0.482080115471035,0.599565825425088,0.493541307048872,1.75858587841955
2021-12-29-09:44:50,0.186217601411045,0.827373318606988,0.668466738192365,0.79423986072652,0.107943625887856,0.723710946040228,0.411274429643527,0.820946294115856,0.647060193819925,0.78293276228942,0.553036311641335,0.482042015052203
2021-12-29-09:44:51,0.529719580197707,0.789356231689453,0.023331202333793,0.477230065036565,0.7323137386702,0.692731556482613,0.477619622135535,0.8612094768323,0.438097107224166,0.244797277031466,0.0706790471449494,1.31945077968118
2021-12-29-09:44:51,0.0994661601725966,0.31627170718275,0.518634263193235,0.662005076417699,0.406830187188461,0.912875924259424,0.293603372760117,0.459065726259723,0.332394674187526,0.65087046707049,0.258016780717298,0.981106101423224
2021-12-29-09:44:53,0.478545248275623,0.766310670645908,0.0842469143681228,0.875321330036968,0.339072937844321,0.839440350187942,0.34668348915875,0.333774930797517,0.476351245073602,0.892198335845023,0.864339470630512,1.4176506916448
2021-12-29-09:44:54,0.389989543473348,0.777320698834956,0.960617997217923,0.434659484773874,0.712514678714797,0.399994368897751,0.325352151878178,0.757087148027495,0.202692255144939,0.711121222469956,0.121691921027377,1.32207434957929
2021-12-29-09:44:55,0.245488513959572,0.14330437942408,0.239629415096715,0.0589343772735447,0.642288258532062,0.876269212691113,0.778914677444845,0.79730882588774,0.455274453619495,0.410084082046524,0.810870242770761,0.256927493123191
2021-12-29-09:44:56,0.604933290276676,0.654723928077146,0.353197271935642,0.270260145887733,0.99268406117335,0.633493264438584,0.213208135217428,0.129372348077595,0.478118034312502,0.924074469832703,0.59876096714288,1.47170470565657
2022-01-02-12:04:47,0.431163780095521,0,0,0.358385270833969,0,0,0,0,0.403579357131384,0,0,0.988069411869029
2022-01-02-12:04:48,0.617266837526113,0,0,0.372605321337469,0,0,0,0,0.524762591808103,0,0,1.56462361603525
2022-01-02-12:04:49,0.747205938915722,0,0,0.729752407788765,0,0,0,0,0.570769869408105,0,0,2.29856672683262
2022-01-02-12:04:50,0.233475404500496,0,0,0.561269550393335,0,0,0,0,0.612715159892105,0,0,0.446982630538207
2022-01-02-12:04:51,0.933602582321037,0,0,0.556027816804126,0,0,0,0,0.606949733830988,0,0,0.168922741242265
2022-01-02-12:04:52,0.568299360652454,0,0,0.508208828757051,0,0,0,0,0.235509078979958,0,0,2.01263639479181
2022-01-02-12:04:53,0.378045324166305,0,0,0.395712921272498,0,0,0,0,0.750848032645881,0,0,0.203243123873827
2022-01-02-12:04:53,0.52545888470253,0,0,0.435379748314153,0,0,0,0,0.629045328146312,0,0,0.945956449291624
2022-01-02-12:04:54,0.242080638124608,0,0,0.401564876204357,0,0,0,0,0.359545495610218,0,0,0.806882674453136
2022-01-02-12:04:55,0.44391417811159,0,0,0.844032803985756,0,0,0,0,0.417415264744777,0,0,1.48561106977873
2022-01-02-12:04:56,0.509459043985698,0,0,0.791927619741764,0,0,0,0,0.0263390718097798,0,0,2.43888159226949
2022-01-02-12:04:57,0.461050689385738,0,0,0.264228149468545,0,0,0,0,0.539333468275145,0,0,0.71206360118232
2022-01-02-12:04:58,0.340487561465707,0,0,0.360911160970572,0,0,0,0,0.39309046177892,0,0,0.817014834704549
2022-01-02-12:04:58,0.329462169394828,0,0,0.530300407188479,0,0,0,0,0.248911867015995,0,0,1.25892582369912
2022-01-02-12:04:59,0.949258721307851,0,0,0.173218617571983,0,0,0,0,0.495170245633926,0,0,-0.131499293787399
2022-01-02-12:05:00,0.773029720133636,0,0,0.418178475198802,0,0,0,0,0.365486162428278,0,0,2.3189712073734
2022-01-02-12:05:01,0.538682662753854,0,0,0.510102662178688,0,0,0,0,0.794697084294166,0,0,0.746808613833459
2022-01-02-12:05:02,0.760109219390433,0,0,0.774356441737618,0,0,0,0,0.263196093058214,0,0,2.93173238336766
2022-01-02-12:05:03,0.714132080317941,0,0,0.5716255862033,0,0,0,0,0.477413440304808,0,0,2.30888934112828
2022-01-02-12:05:04,0.472997956618201,0,0,0.66980879568262,0,0,0,0,0.0414586189109832,0,0,2.1550684873475
2022-01-02-12:05:05,0.417544251806103,0,0,0.297603433062322,0,0,0,0,0.646938077143859,0,0,0.405099986699941
2022-01-02-12:05:06,0.682123927725479,0,0,0.4501121046138,0,0,0,0,0.105965194432065,0,0,2.82205420015863
2022-01-02-12:05:06,0.39155014913762,0,0,0.616682558953762,0,0,0,0,0.458471491481177,0,0,1.0403520771742
2022-01-02-12:05:07,0.600169131613802,0,0,0.186751588301267,0,0,0,0,0.446168242353015,0,0,1.44085930819722
2022-01-02-12:05:08,0.17336793072056,0,0,0.867189063958358,0,0,0,0,0.559747819607146,0,0,0.822413756792427
2022-01-02-12:05:09,0.6579581141565,0,0,0.441716009068768,0,0,0,0,0.633640198863577,0,0,1.64197744137652
2022-01-02-12:05:10,0.0792603742820211,0,0,0.712817673725076,0,0,0,0,0.179946998236701,0,0,1.38011758512822
2022-01-02-12:05:11,0.0266201793914661,0,0,0.58673112739576,0,0,0,0,0.902933105544653,0,0,-0.197857093633227
2022-01-02-12:05:11,0.84228061654605,0,0,0.486614640546031,0,0,0,0,0.211648080141749,0,0,2.04866460178816
2022-01-02-12:05:12,0.389042501281947,0,0,0.675152577755507,0,0,0,0,0.713261111963075,0,0,0.585739080587037
2022-01-02-12:05:13,0.312596673073713,0,0,0.23923523905687,0,0,0,0,0.767402010282967,0,0,-0.0945081541416632
2022-01-02-12:05:14,0.622353218540084,0,0,0.222792161714751,0,0,0,0,0.316641394463368,0,0,1.85859609222674
2022-01-02-12:05:15,0.493673224342056,0,0,0.701782514848746,0,0,0,0,0.661021748206112,0,0,1.02132716829078
2022-01-02-12:05:16,0.731890883727465,0,0,0.885171230491251,0,0,0,0,0.721683647725731,0,0,2.15883831356405
2022-01-02-12:05:17,0.927144340446684,0,0,0.0173057884839363,0,0,0,0,0.89443281091284,0,0,-0.883372961835218
2022-01-02-12:05:17,0.0302074360894039,0,0,0.785167673751712,0,0,0,0,0.86054682374699,0,0,0.0877835008420432
2022-01-02-12:05:18,0.709926847887691,0,0,0.754961603367701,0,0,0,0,0.18287629999686,0,0,3.07231544556224
2022-01-02-12:05:19,0.859487920852844,0,0,0.316674794266,0,0,0,0,0.164664972701576,0,0,1.73674683563359
2022-01-02-12:05:20,0.269422199360561,0,0,0.345864654502366,0,0,0,0,0.308108100402169,0,0,0.877729975497193
2022-01-02-12:05:21,0.588437071098015,0,0,0.934281232499052,0,0,0,0,0.191182205085643,0,0,2.63418113727775
2022-01-02-12:05:21,0.362761966737453,0,0,0.00834460166981443,0,0,0,0,0.518171500135213,0,0,0.251746502363776
2022-01-02-12:05:22,0.662612627937924,0,0,0.165463938980829,0,0,0,0,0.741232190227602,0,0,1.1775523634786
2022-01-02-12:05:23,0.167221614189912,0,0,0.307992235701531,0,0,0,0,0.426650422133971,0,0,0.526343069481961
2022-01-02-12:05:24,0.670876554334536,0,0,0.428801772976294,0,0,0,0,0.737056447989307,0,0,1.48756171292619
2022-01-02-12:05:25,0.826326876957901,0,0,0.211265413435176,0,0,0,0,0.882775687889662,0,0,0.632668810633756
2022-01-02-12:05:26,0.573908982391004,0,0,0.947322881575674,0,0,0,0,0.322862524548545,0,0,2.30577934122425
2022-01-02-12:05:27,0.294371932523791,0,0,0.546989279813133,0,0,0,0,0.123688800900709,0,0,1.47678428441361
2022-01-02-12:05:27,0.278258131328039,0,0,0.380303372493945,0,0,0,0,0.296151533795055,0,0,0.944759449074665
2022-01-02-12:05:28,0.450124898904469,0,0,0.82794709001435,0,0,0,0,0.384958101240918,0,0,1.54911151213608
2022-01-02-12:05:29,0.147313370176125,0,0,0.741949907783419,0,0,0,0,0.842091177890543,0,0,0.118214169102053
2022-01-02-12:05:30,0.90283418438863,0,0,0.590846130191348,0,0,0,0,0.832700493400916,0,0,0.0939794093780531
2022-01-02-12:05:31,0.868593296920881,0,0,0.738267430325504,0,0,0,0,0.775950003378093,0,0,0.812738793983593
2022-01-02-12:05:31,0.336750851233955,0,0,0.969890935362782,0,0,0,0,0.970949873703066,0,0,0.26308534891536
2022-01-02-12:05:32,0.54092723588692,0,0,0.12609439751599,0,0,0,0,0.486207150712144,0,0,0.99146219712393
2022-01-02-12:05:33,0.648925543969963,0,0,0.103687325550709,0,0,0,0,0.67786347595742,0,0,1.16932360713813
2022-01-02-12:05:34,0.889684891127981,0,0,0.811333212300669,0,0,0,0,0.501491318352055,0,0,1.14464756576365
2022-01-02-12:05:35,0.119973530555144,0,0,0.157339532540645,0,0,0,0,0.953517067718785,0,0,-0.704038049360199
2022-01-02-12:05:36,0.1591604190832,0,0,0.278700446588919,0,0,0,0,0.85210804114351,0,0,-0.35993344726585
2022-01-02-12:05:36,0.835002641531173,0,0,0.0750331720197573,0,0,0,0,0.282911639865488,0,0,1.58364639402341
2022-01-02-12:05:37,0.0842724123364315,0,0,0.0589290516031906,0,0,0,0,0.080334841881413,0,0,0.936749916611346
2022-01-02-12:05:38,0.218368266231846,0,0,0.490994844241068,0,0,0,0,0.689509309234563,0,0,0.216866834497302
2022-01-02-12:05:39,0.976841811011545,0,0,0.857823105964344,0,0,0,0,0.0698554952209816,0,0,1.22852976202085
2022-01-02-12:05:40,0.992479989281856,0,0,0.68430622349726,0,0,0,0,0.876581134423614,0,0,-0.627423260753316
2022-01-02-12:05:41,0.227700019825716,0,0,0.760928398370743,0,0,0,0,0.812147291020956,0,0,0.245179531500608
2022-01-02-12:05:42,0.550525761817116,0,0,0.463799432176165,0,0,0,0,0.331968723833561,0,0,1.68187861199859
2022-01-02-12:05:43,0.280238506973255,0,0,0.0689044137927703,0,0,0,0,0.0744471738766879,0,0,1.08380067566417
2022-01-02-12:05:43,0.697207422277424,0,0,0.992858138810843,0,0,0,0,0.156661760204006,0,0,3.32034383122001
2022-01-02-12:05:44,0.815399004498031,0,0,0.522118981473614,0,0,0,0,0.468591982054058,0,0,1.88857257827085
2022-01-02-12:05:45,0.0494550684723072,0,0,0.6472361077182,0,0,0,0,0.0154667588183656,0,0,1.64183644147363
2022-01-02-12:05:46,0.355562926896382,0,0,0.259879457284696,0,0,0,0,0.595452207461931,0,0,0.333050131261132
2022-01-02-12:05:47,0.0598251459863968,0,0,0.95199143470265,0,0,0,0,0.221991821555421,0,0,1.53972950241824
2022-01-02-12:05:48,0.25469715414336,0,0,0.0919827226293273,0,0,0,0,0.0913037507957779,0,0,1.04208027259937
2022-01-02-12:05:48,0.788940297549125,0,0,0.282054646594916,0,0,0,0,0.941470448025502,0,0,0.934944355407766
2022-01-02-12:05:49,0.638689482843038,0,0,0.623820929685608,0,0,0,0,0.0562775187194348,0,0,2.87407669519708
2022-01-02-12:05:50,0.870599363734946,0,0,0.982527982539032,0,0,0,0,0.803351132737007,0,0,0.972834118709364
2022-01-02-12:05:51,0.190969225575682,0,0,0.205069286935031,0,0,0,0,0.548221027744003,0,0,0.188104522439005
2022-01-02-12:05:52,0.519845556009095,0,0,0.0890688785049133,0,0,0,0,0.586803347885143,0,0,0.658500462898757
2022-01-02-12:05:53,0.107200096065644,0,0,0.915609258762561,0,0,0,0,0.82047635586001,0,0,0.317330064159693
2022-01-02-12:05:54,0.795317074253689,0,0,0.117503057648428,0,0,0,0,0.999885046933778,0,0,0.610144978369173
2022-01-02-12:05:55,0.121783658720087,0,0,0.6923497294751,0,0,0,0,0.137422147833277,0,0,1.46307040188623
2022-01-02-12:05:55,0.0149235487822443,0,0,0.87479408022482,0,0,0,0,0.56409556502942,0,0,0.763764495964484
2022-01-02-12:05:56,0.308429854973219,0,0,0.326842580907978,0,0,0,0,0.989249296963681,0,0,-0.455400009445758
2022-01-02-12:05:57,0.988958320259117,0,0,0.655819902138319,0,0,0,0,0.344243879127316,0,0,0.424885255383294
2022-01-02-12:05:58,0.00580931319156663,0,0,0.802459710089024,0,0,0,0,0.698076324260328,0,0,0.419415072256881
2022-01-02-12:05:59,0.807575273949187,0,0,0.143999744080938,0,0,0,0,0.0389082091394812,0,0,2.45306934512462
2022-01-02-12:05:59,0.720024168188684,0,0,0.0449144238419831,0,0,0,0,0.206206691772677,0,0,2.33366965630473
2022-01-02-12:06:00,0.968497879777569,0,0,0.928472548658028,0,0,0,0,0.372972328925971,0,0,0.745330388548457
2022-01-02-12:06:01,0.189035785987508,0,0,0.194542929618619,0,0,0,0,0.926126225297339,0,0,-0.572796174221041
2022-01-02-12:06:02,0.759439533313271,0,0,0.138914660243317,0,0,0,0,0.114766587668564,0,0,2.59769178774143
2022-01-02-12:06:03,0.404878416578285,0,0,0.905459475393873,0,0,0,0,0.786067469061818,0,0,0.704404340875411
2022-01-02-12:06:03,0.953846185177099,0,0,0.607963338883128,0,0,0,0,0.933869751726743,0,0,-0.605181273597303
2022-01-02-12:06:04,0.0635221052425913,0,0,0.338021380284335,0,0,0,0,0.701405592181254,0,0,-0.0327812680464018
2022-01-02-12:06:05,0.0928985062311404,0,0,0.97746038507903,0,0,0,0,0.254062349156011,0,0,1.50975064218477
2022-01-02-12:06:06,0.590498057559598,0,0,0.474475895522628,0,0,0,0,0.00268106363480913,0,0,2.56128710017103
2022-01-02-12:06:07,0.426550031201914,0,0,0.891668246458285,0,0,0,0,0.911578292013146,0,0,0.489836795595963
2022-01-02-12:06:08,0.206078965754714,0,0,0.630931507074274,0,0,0,0,0.143074647653848,0,0,1.43860811465741
2022-01-02-12:06:09,0.894890164923854,0,0,0.0320280648581683,0,0,0,0,0.960857068898622,0,0,-0.618200052655283
2022-01-02-12:06:09,0.482844196038786,0,0,0.0260762078990229,0,0,0,0,0.438949067618232,0,0,0.744828788478105
2022-01-02-12:06:10,0.134666938090231,0,0,0.246572351458017,0,0,0,0,0.278862626471091,0,0,0.74022418666754
2022-01-02-12:06:11,0.913356812091079,0,0,0.831215597514529,0,0,0,0,0.652862277533859,0,0,0.567237398810889
2022-01-05-14:36:04,0.431163780095521,0.310340785218868,0.769581756668631,0.358385270833969,0.369564221182372,0.233491150254849,0.518216310434509,0.437864370313473,0.403579357131384,0.53124167974107,0.388086818612646,0.933011168696492
2022-01-05-14:36:05,0.617266837526113,0.942619895327371,0.56352601644583,0.372605321337469,0.630533979972824,0.813787292034831,0.591183521023486,0.610160133233294,0.524762591808103,0.784115244369023,0.293613397756126,1.49568219394062
2022-01-05-14:36:06,0.747205938915722,0.486378072414082,0.229370873072185,0.729752407788765,0.318685014995281,0.521648445967585,0.292331515860278,0.351049505984411,0.570769869408105,0.300554065713659,0.703148929355666,2.2367100277573
2022-01-05-14:36:07,0.233475404500496,0.388559180167504,0.737495092616882,0.561269550393335,0.266781523416284,0.70137776293559,0.851993971830234,0.454134740377776,0.612715159892105,0.404824511150364,0.308249717326835,0.308141842029643
2022-01-05-14:36:08,0.933602582321037,0.442468322804198,0.614997390916105,0.556027816804126,0.700864248215221,0.467301816490944,0.229471133404877,0.423594474769197,0.606949733830988,0.510930526719894,0.487781981676817,0.130486146529285
2022-01-05-14:36:09,0.568299360652454,0.576095475805923,0.655478188050911,0.508208828757051,0.768680917040911,0.400497312587686,0.491313058985397,0.510508102094755,0.235509078979958,0.722706826857757,0.448160413112491,1.93842439497122
2022-01-05-14:36:10,0.378045324166305,0.783625484369695,0.188434737878852,0.395712921272498,0.650802209947724,0.45899209696101,0.543143550003879,0.741750908598769,0.750848032645881,0.676144649300259,0.663059238344431,0.141377634281196
2022-01-05-14:36:11,0.52545888470253,0.769640124912839,0.464698400539346,0.435379748314153,0.749482303536497,0.688666426024865,0.31801426526159,0.292628277419135,0.629045328146312,0.611934119979851,0.826952852108516,0.90806526929688
2022-01-05-14:36:12,0.242080638124608,0.604150011669844,0.316532346745953,0.401564876204357,0.487786123238038,0.43677159298677,0.926849525016733,0.721696168205235,0.359545495610218,0.601091774955858,0.674919142506551,0.689129347886977
2022-01-05-14:36:13,0.44391417811159,0.309914065494668,0.702424677659292,0.844032803985756,0.492757526896894,0.66766053763451,0.472866061984096,0.774954640404321,0.417415264744777,0.379362596687861,0.581146321941633,1.36400063840503
2022-01-05-14:36:14,0.509459043985698,0.797141425719019,0.529181197760627,0.791927619741764,0.334357474555727,0.215120750349015,0.393288419812452,0.411140889897943,0.0263390718097798,0.398614630191587,0.508882939042523,2.34383003374298
2022-01-05-14:36:15,0.461050689385738,0.547161119426601,0.509344531688839,0.264228149468545,0.42523099191254,0.888220041475724,0.302810276143719,0.605560021833517,0.539333468275145,0.836774394707754,0.740722566002514,0.686796428065545
2022-01-05-14:36:16,0.340487561465707,0.423509648782201,0.455535109674092,0.360911160970572,0.326264217309654,0.0917219095584005,0.266690321580973,0.929409856658895,0.39309046177892,0.0544752098363824,0.243810137270484,0.79105464310731
2022-01-05-14:36:17,0.329462169394828,0.554843077594414,0.433544106273912,0.530300407188479,0.577721014120616,0.304121220470406,0.175224712882191,0.105651727060322,0.248911867015995,0.872090022992343,0.698637784419116,1.23108702940481
2022-01-05-14:36:18,0.949258721307851,0.323267252852675,0.927822620670777,0.173218617571983,0.754064386805985,0.678795931066852,0.861039037676528,0.477078829400707,0.495170245633926,0.548180806194432,0.408243659106083,-0.16960023320197
2022-01-05-14:36:19,0.773029720133636,0.0806044834060594,0.240450712381862,0.418178475198802,0.299955706344917,0.550572595775593,0.669013992012478,0.483336481854785,0.365486162428278,0.637312772443984,0.257801524128299,2.23802854492659
2022-01-05-14:36:19,0.538682662753854,0.707153656133451,0.599084362520371,0.510102662178688,0.783479836452752,0.320458739036694,0.654888037757482,0.579548932707403,0.794697084294166,0.118006812727544,0.77171056185849,0.645286553499765
2022-01-05-14:36:20,0.760109219390433,0.163062793409917,0.327967667146586,0.774356441737618,0.898215202020947,0.753306577445473,0.212682860153727,0.755299636565614,0.263196093058214,0.384500282490626,0.320170819140039,2.88314453936351
2022-01-05-14:36:21,0.714132080317941,0.728807372534648,0.211334724228364,0.5716255862033,0.523685593376867,0.223882935831789,0.169673702439759,0.678881819932722,0.477413440304808,0.803559449843597,0.496785190743394,2.27858343945479
2022-01-05-14:36:22,0.472997956618201,0.267932784550358,0.575237634687219,0.66980879568262,0.880220497343689,0.932365063396282,0.818262095178943,0.461695300079882,0.0414586189109832,0.555895357108675,0.211819789865985,1.98595054118234
2022-01-05-14:36:23,0.417544251806103,0.451152955985162,0.204477224396542,0.297603433062322,0.0810333665227517,0.267314141914248,0.83947956297081,0.381771297736559,0.646938077143859,0.275825383868068,0.365250754349399,0.327059164326506
2022-01-05-14:36:24,0.682123927725479,0.677133147695567,0.049824376932811,0.4501121046138,0.279085808978416,0.17773450095905,0.957558853346854,0.251542962621897,0.105965194432065,0.770915216414723,0.351264084018767,2.69455886338726
